"ID","Hotel_Name","Location","Review"
"rn549085241","Yo Green Restaurant","Patong","I visited this place with a guy I met 20 minutes ago He recommended me to try this restaurant We ordered for food and they served me the food the other guy ordered I tasted it without knowing it In short I had to pay More"
"rn547616347","Yo Green Restaurant","Patong","The staff is friendly food flavorful and menu priced really well We enjoyed the fact that we can still enjoy Thai food without compromising our vegan values "
"rn547587147","Yo Green Restaurant","Patong","So many vegetarian options to choose from Great food More photos and details on my blog Link in profile nycbonvivant[dot]wordpress[dot]com"
"rn546305246","Yo Green Restaurant","Patong","Read the reviews for the place and hence tried it twice in spite of finding hair in the food on the first occasion Crazy it really was as I thought it may have been a one off mishap However the food on the second occasion More"
"rn546297702","Yo Green Restaurant","Patong","This has to be one of the best vegan restaurants we have ever been Excellent menu options prices and customer service We have been twice and will probably go back before the end of the trip We can hugely recommend the massaman and red curries More"
"rn545401200","Yo Green Restaurant","Patong","We went there on each of our 3 nights in Phuket the food is tasty and service was quick A great place to have authentic Thai food for a vegetarian/vegan as most of the curries have fish sauce Amazing green curry and papaya salad More"
"rn543826910","Yo Green Restaurant","Patong","We were lucky to be recommended to green cafe during our short stay at Phuket Not just the food but the location is also quite suitable Every night we would eat here after our stroll at Bangla street Luckily it's a few hundred metres inside More"
"rn543793920","Yo Green Restaurant","Patong","Yo Green is very unsuspectingly located just off Bangla road in Phuket – definitely not a place I expected to find a vegetarian/vegan restaurant The restaurant was quiet when we arrived with only a couple of tables occupied but filled up quickly The staff are More"
"rn543503125","Yo Green Restaurant","Patong","I came there only to have a vegan pizza but unfortunately they didn't have vegan cheese A bit disappointed the rest of the menu was quite good More"
"rn542901794","Yo Green Restaurant","Patong","I am a vegan and I was so excited to find a vegan restaurant in Patong since it’s difficult to find one As soon as we walked in the place no customer services we helped ourselves to the table and the lady finally came in More"
"rn541766688","Yo Green Restaurant","Patong","We went here tonight and food was amazing I had the faux duck curry and partner had the Indian style curry with faux chicken We had steamed and boiled rice sides and had faux fried chicken wings and Tom yum soup for starter Food was More"
"rn540909330","Yo Green Restaurant","Patong","Visited here twice and would've done so more often had the restaurant not shut for some kind of holiday without warning As a vegetarian I looked forward to eating here due to all the high ratings The first visit was exceedingly disappointing I **think** I More"
"rn539933698","Yo Green Restaurant","Patong","This place absolutely blew my tastebuds off My wife and I are vegetarian and almost full vegan This place was the best option for true vegan food anywhere on the island honestly the best vegetarian restaurant I have ever been to even including within the More"
"rn539598480","Yo Green Restaurant","Patong","First of all only pure veg restaurant in the city and food is different but tastes excellent literally food engineering Really enjoyed my meal never had such a thing in my life "
"rn535064601","Yo Green Restaurant","Patong","Best vegan restaurant ever They have all kind of food No real meat just fake and delicious We came here 2 days in a row :)"
"rn530072515","Yo Green Restaurant","Patong","Yo Green has lively interiors and very attractive Free wifi is available just like all other restaurants in Phuket It's hard to believe that Bangla Road is just a few metres away because this street is so quiet After a wonderful food experience in Chiang More"
"rn528455924","Yo Green Restaurant","Patong","We are a vegetarian couple and Yo Green was a delight in the midst of all the Sea food places in Patong We tried the Thai green curry and the Garlic bread which were both delicious "
"rn527193187","Yo Green Restaurant","Patong","Amazing plant-based traditional Thai style meals in a quiet street just off the busy Bangla Road Friendly service "
"rn526519684","Yo Green Restaurant","Patong","The only reason this place has star reviews is cause you get a 10% discount if you give them a five star rating on Google Trip Advisor or on Facebook My partner and I cannot contribute to this unfortunately as we really didn't enjoy our More"
"rn524811198","Yo Green Restaurant","Patong","Great food and friendly service As vegetarians we went for the most common meals we normally avoid such as 'chicken wings' and 'sweet and sour chicken' Everything was delicious "
"rn523720523","Yo Green Restaurant","Patong","Very nice staff and the food was to die for Was so good And the location is great just off the main road and it is so quiet and peaceful"
"rn522738864","Yo Green Restaurant","Patong","Wonderful little restaurant just off Bangla road so much choice and a variety of food The fake meat taste is weirdly similar to real meat but it's something you have to try 100 recommend :)"
"rn521356908","Yo Green Restaurant","Patong","The food was great It's located on a side street of Bangla road you'll see a sign leading you to it Good food and good atmosphere"
"rn517920818","Yo Green Restaurant","Patong","Amazing food I've been craving fresh vibrant vegetables for my whole trip so far and this place really delivered The food tastes better than it looks (and it looks yummy yummy) and is very decently priced Highly recommended we will be dining here every day More"
"rn517577443","Yo Green Restaurant","Patong","I took my sister-in-law who is a vegetarian to Yo Green restaurant for dinner This restaurant is located at the end of a soi off Bangla Road in Patong You really have to be a fan of vegetarian food in order to locate it But More"
"rn515407458","Yo Green Restaurant","Patong","We are a vegetarian family of 4 with young children and we visited this restaurant everyday during our trip Nice food and friendly staff Wide variety of food from savory to kids friendly The environment is also v comfortable and cooling I will recommend my More"
"rn514314615","Yo Green Restaurant","Patong","We ended up eating here 3 times in two days it was so good The tom yum soup is great as is the morning glory with tofu In addition the service is great and the price is right Definitely recommend "
"rn511746494","Yo Green Restaurant","Patong","This restaurant was my favourite in Patong The food was delicious and very reasonably priced The staff were lovely and friendly This place is a must go to if you are in Patong "
"rn511185739","Yo Green Restaurant","Patong","Found this restaurant on trip advisor and came here to try Indeed the food is very good Authentic Thai flavour Do try their green curry it's very yummy The staff were friendly too Definitely coming back here to dine again "
"rn511185571","Yo Green Restaurant","Patong","We had a satisfying meal at the restaurant Green curry and tomyum are to die for The staff are friendly too But do note their rest days as the first time we went it was coincidentally on their rest day More"
"rn508991410","Yo Green Restaurant","Patong","We went there after seeing reviews online We were looking for pure veg food which serves Thai food in Phuket Very excited to go there Once reached there worst part was staff attitude Everyone was least bothered for our orders the menu is quite interesting but the taste is very More"
"rn507005154","Yo Green Restaurant","Patong","This is our second time in two days that we have visited Yo Green off Bangla road in Patong We saw the raving reviews on Happy cow net and new concur with their views While one can get pretty excellent Thai food in Phuket for vegetarian More"
"rn506670581","Yo Green Restaurant","Patong","I really liked the food served here Though many people don't understand mock meat here Andy made the visit pleasant "
"rn506141258","Yo Green Restaurant","Patong","AMAZING I think this is the best fake meat I have ever had Finding the restaurant was easy as it is on one of the side streets of Bangla road and is at the very end of said road so it's a little quieter The More"
"rn506107349","Yo Green Restaurant","Patong","Found this restaurant off banglar rd I am vegatarian and celiac so food choice was limited but this allowed me to experience thai food My partner is a meat lover and was impressed that the traditional taste was not compromised "
"rn506061633","Yo Green Restaurant","Patong","I was happy to try a vegetarian place that has a clean kitchen without rotten seafood and meat I enjoyed the curry which is the same price as other places but I don't understand why it cost 140 baht for this dish because this and More"
"rn504983101","Yo Green Restaurant","Patong","Delicious food and friendly service Nice clean restaurant we ate here multiple times during our stay "
"rn504083674","Yo Green Restaurant","Patong","In search or world class tatoo artist I found myself in the bustling beach town of Patong Thailand As a vegan I was quite worried about being able to find decent food in a town that's better known for its wild night life and extreme More"
"rn504074707","Yo Green Restaurant","Patong","Thanks to the Trip Advisor app for helping us find this hidden restaurant Though it is located close to Bang La road yet hidden in a small street Never expected the fake meat to have such realistic texture Their fake fried chicken legs even had More"
"rn502468229","Yo Green Restaurant","Patong","I'm not a vegetarian but I enjoyed food so much Even the location is good in bangla road and they have a nice promotion too"
"rn502093651","Yo Green Restaurant","Patong","Thinking of what to eat and didn't feel like eating meat so we went to yo green The food taste good We ordered Thai green curry with vegies stir fry and rice Feels very healthy and full I recommend anyone who wants vegetarian thai or More"
"rn498177229","Yo Green Restaurant","Patong","Such a good find in patong Great fake meats if you're a veggie or vegan I recommend I would suggest chicken and cashew nut as well as sticky rice and pork it's so tasty "
"rn497871798","Yo Green Restaurant","Patong","This restaurant does mock meat and mock fish I got the Thai green curry with chicken and it was excellent The menu is 80% vegan and they're clear on what has dairy in etc Suitable for those who follow the Jain religion also as there's More"
"rn496849900","Yo Green Restaurant","Patong","Fantastic veggie food and lots of mock meat choices Best tom yum soup we had in SE Asia Very off-putting setting unfortunately had to pass the strip clubs of Bangla Road to get there and it was opposite a very noisy bar which felt an More"
"rn496487746","Yo Green Restaurant","Patong","Really lovely little spot hidden away on a side street off Bangla Road Such a vast menu Lots of fake meat if that's your thing:) If you're a vegan or veggie go here:) Michael Bublé"
"rn495856050","Yo Green Restaurant","Patong","The Yo Green restaurant is located in the heart of prime tourist destination Patong in soi Bangla opposite Jungceylon shopping Mall The pure vegetarian Thai food was really fresh and delicious at reasonable price Their herbal drinks are also very refreshing The restaurant has friendly More"
"rn495752602","Yo Green Restaurant","Patong","I only found this restaurant at the end of my holiday Ate lunch twice and enjoyed the fresh tasty food There is a large menu so I was really spoilt for choice I really appreciate being given plenty of time to read the menu and More"
"rn492725836","Yo Green Restaurant","Patong","We searched high and low to find a vegan place to eat whilst here in Patong and we only found this place we thought that as it was the only place that it would be bad food but we were wrong It's the best vegan More"
"rn490296885","Yo Green Restaurant","Patong","The staff spent most of the time playing on their phones and ignoring us There was also a huge language barrier and while I absolutely don't expect to come to a foreign country and have everyone speak loads of English they really didn't speak any More"
"rn486079993","Yo Green Restaurant","Patong","Finally a place for vegans I Benn travelled to Thailand many times and there is now a vegan restaurant in the middle of Bangla How amazing Food is sublime service is impeccable & their watermelon shake are gorgeous The owner of the restaurant is also More"
"rn483789502","Yo Green Restaurant","Patong","The staff here are super friendly and efficient The owners are warm and welcoming Delicious food with a great extensive menu from a variety of cuisines Highly recommend Great value too "
"rn483589119","Yo Green Restaurant","Patong","Great Restaurant which serves vegetarian as well as vegan dishes They offer different kinds of ""vegan"" Foods (e g Buddhist vegan raw vegan or ovo-lacto-vegetarian) - just point out what you're eating and what not (for me it's eggs that i don't eat and diary) and More"
"rn483136977","Yo Green Restaurant","Patong","Yo Green restaurant is one of the best vegetarian restaurants in Phuket located at Bangla Road in the heart of Patong Phuket serving Jain & Vegan friendly Vegetarian food at very reasonable price The herbal and other soft drinks are very refreshing :- try out More"
"rn482703491","Yo Green Restaurant","Patong","I had the pleasure of visiting here several times back in March - truly surprising to find a vegan restaurant in a country that is (rightly ) famed for its meat dishes The staff could not be friendlier or more helpful I really did feel valued More"
"rn482597810","Yo Green Restaurant","Patong","My family comprising of my wife and two daughters are Mangsavirati that's Thai for completely vegetarian We discovered this lovely vegan place in a bylane to the seedy Bangla walking street that offers authentic and tasty Thai food My family could finally enjoy the sumptuous More"
"rn482597012","Yo Green Restaurant","Patong","I really loved the food it was a really nice experience and they had a large variety of dishes You must really try this place"
"rn482282401","Yo Green Restaurant","Patong","Owner is real friendly very good English The food is very nice and there is a good choice of items Staff need more English training"
"rn481746086","Yo Green Restaurant","Patong","Away from the bustling crowd - down an alleyway off Bangla Road Patong a place where the owners are ""salt of the earth"" people who are there to make your experience even better The food is a taste sensation- I could very easily become a More"
"rn481508147","Yo Green Restaurant","Patong","This restaurant I got a tip on and I can recommend it on Tripadvisor If you are looking for some extra in Patong you must visit this one The food you where served is a pleasure for your eyes and taste thereafter We went to More"
"rn480182575","Yo Green Restaurant","Patong","Absolutely outstanding food Fresh flavour and fantastic service Some of the best food i have had in Thailand and especially loved the green curry fried rice "
"rn479972030","Yo Green Restaurant","Patong","Wow I got lucky tonight wondering into YoGreen Feeling hungry and walking about the busy Patong bar scene Down a side ally and to the back it's worth poking your head down to see :) I got the Green Curry Fried Rice and I am More"
"rn479687786","Yo Green Restaurant","Patong","This place is a paradise for all kinds of vegetarians Clean restaurant really nice food (I had the pineapple fried rice) good prices and lots of options varying from Thai to western food I'll definitely come everyday best option for vegs in town "
"rn478759452","Yo Green Restaurant","Patong","Satay-sty We had our doubts about the meaty stuff but it's all mock and all flavour trust trust Mums spaghetti was ready More"
"rn477865431","Yo Green Restaurant","Patong","I went twice with my friend Then I took my entire family for lunch My family had dietary request of Jain as well In my three visits we had fried papaya salad spring rolls red curry pad Thai and pineapple rice We enjoyed every dish my More"
"rn477139523","Yo Green Restaurant","Patong","Food is amazing people are friendly It is heard to find real vegetarian food The TripAdvisor help me to get this vegetarian restaurant I'm really happy Amazing"
"rn477080983","Yo Green Restaurant","Patong","Food is fresh clean looking Interesting menu for food and drinks Been there twice now third is coming up so I can try different dishes Very decent pricing as well Their red curry (panaeng) pizza is delicious so is their Thai salads Must try More"
"rn477052887","Yo Green Restaurant","Patong","Awesome fusion Thai and western food with an extensive menu to suit every taste Not to be missed when visiting Patong "
"rn476638547","Yo Green Restaurant","Patong","First of all let me say that if you are Vegan or Vegetarian then you are going to love this place Most of the dishes are made using mock meat so you can order a lot of Thai favorite dish equivalents without worrying about the More"
"rn476623096","Yo Green Restaurant","Patong","Food - Its all veggie - you don't have to worry about how your chicken suffered the last few weeks or months before it landed in your plate It's clean ethical and yummy food I'm not a vegan or vegetarian but when I travel I More"
"rn578911199","Sawasdee Thai Cuisine","Kata Beach","Very interesting decor lots to look at Food was very reasonably priced and tasted good As everyone else has been saying the service was ordinary There was a little elderly man who was working there and he was doing a good job but the girl More"
"rn575106960","Sawasdee Thai Cuisine","Kata Beach","My wife and I visited with a group of our family including 3 small children Pretty amazing decor and loved the atmosphere I had a delicious massaman curry the best during our 15 days in Thailand However that was the end of the positives We More"
"rn571881258","Sawasdee Thai Cuisine","Kata Beach","We came here as a family group of 8 adults and 3 kids It was very quiet when we arrived The staff looked miserable and disinterested The food itself was excellent but very poorly timed with some of our party finished before the kids got More"
"rn571609032","Sawasdee Thai Cuisine","Kata Beach","I went as part of a group for dinner The decor is great but very kitschy (the kids loved it though) I had the green curry which was quite good as were most of the other meals Everything was very well presented The food came More"
"rn568561589","Sawasdee Thai Cuisine","Kata Beach","Had heard about this place and finally went to see for myself felt like I was on a set for raiders of the lost ark really different and very interesting and completely different to the run of the mill thai restaurants that abound Water features bridges trees etc all in More"
"rn549066937","Sawasdee Thai Cuisine","Kata Beach","Had a dinner for adults plus kids The restaurant is really nice looking and staff friendly We had thai dishes which were not as tasty as some others in Kata but the biggest downside was that one of the four plates came after other ones More"
"rn546574231","Sawasdee Thai Cuisine","Kata Beach","Stayed in the hotel for 6 days and had 5 breakfasts here Plenty of fresh fruit and breads Live egg cooking stations and caters for western and eastern cuisines "
"rn545871147","Sawasdee Thai Cuisine","Kata Beach","beautiful thai food we ate here first for convenience of staying in the resort then kept going back because it was amazing Lovely thai atmosphere loved it "
"rn541885134","Sawasdee Thai Cuisine","Kata Beach","Food was tasty and well presented Restaurant is nice and staff was smiling BUT short after dining I felt dizzy and reaching my hotel I fell extremely sick (temperature rising to 40C with acute gastroenteritis violent vomiting and diarrhoea for 12 hours Food poisoning can More"
"rn539913593","Sawasdee Thai Cuisine","Kata Beach","We came here for my friends bday the food was beautiful and well presented The staff were great too This restaurant is very beautiful Thank you all"
"rn535600146","Sawasdee Thai Cuisine","Kata Beach","This is really a lovely place with lovely staff and great ambience The food is good - but not great I would definitely recommend one visit - but after that try the local places that have even better food - but of course that is More"
"rn531271045","Sawasdee Thai Cuisine","Kata Beach","The hotel is really amazing Off a busy street yet when you enter the place - you cannot hear a sound besides falling water and the smell of lemon grass"
"rn509300436","Sawasdee Thai Cuisine","Kata Beach","We stayed at Sawasdee Village so we ate here a couple times first time for convenience the second time because it was delicious I can recommend the spring rolls the papaya salad and the mango sticky rice "
"rn508301200","Sawasdee Thai Cuisine","Kata Beach","Great service & well trained attentive staff The décor is amazing just like the Hotel Reasonable price for good quality food "
"rn485497368","Sawasdee Thai Cuisine","Kata Beach","One of the nicer places that we dined in during our 9 night stay at Kata beach The restaurant itself is nicely presented and well laid out with both smoking and non-smoking areas While slightly pricier then many restaurants in Kata beach the food quality More"
"rn477461739","Sawasdee Thai Cuisine","Kata Beach","We stayed at the Baray Villa and ate here almost everyday as the food was great and priced the same as outside restaurants The menu is pretty extensive but we really enjoyed the glass noodles papaya salad and deep fried fish with lemongrass (this isn't More"
"rn475467977","Sawasdee Thai Cuisine","Kata Beach","The atmosphere the peace and quiet this Restaurant and hotel are what I expected of a thai experience We also enjoyed the massages there Staff is all right; They don't speak English very well though "
"rn463133225","Sawasdee Thai Cuisine","Kata Beach","We have eaten three times and it always was good The A la Carte menu and the price was excellent Probably the best restaurant in Kata Beach "
"rn461360669","Sawasdee Thai Cuisine","Kata Beach","A bit pricy but excellent dishes in a gorgeous setting of teak wood and water flowing with table cloths and candles "
"rn461099798","Sawasdee Thai Cuisine","Kata Beach","We were really looking forward to this restaurant as is very different in its decor but we were very disappointed with the very average food and the lack of any enthusiasm in the staff Two of our group had finger food but no water bowls More"
"rn460952790","Sawasdee Thai Cuisine","Kata Beach","Really beautiful restaurant with nice ambience Set in a gorgeous hotel The service was good but the food was just average "
"rn459949336","Sawasdee Thai Cuisine","Kata Beach","Excellent service and attention to detail A very relaxing atmosphere with all the beautiful water features Great menu choice and all the dishes were generous in size and good value I recommend this restaurant for for a romantic dinner a relaxing dinner great service great More"
"rn456318610","Sawasdee Thai Cuisine","Kata Beach","Beautiful restaurant exceptional food Yes it is Thai cuisine and yes you can find it anywhere in Thailand but once in a while it's nice to dine in a nice place They also remove the bones of the fish before serving it More"
"rn454718497","Sawasdee Thai Cuisine","Kata Beach","Nice place with great Thai Decor Had Lunch food was average but the decor made up for it The only issue with this restaurant I can see is it's open air environment means no A/C Can get pretty hot at times "
"rn450766411","Sawasdee Thai Cuisine","Kata Beach","We decided to celebrate our wonderful day by having dinner at Sawasdee Restaurant to treat ourselves and enjoy the beautiful surroundings We were welcomed warmly by a younger waitress who directed us to our table An older waiter took on serving us yet not as More"
"rn434464915","Sawasdee Thai Cuisine","Kata Beach","We stayed at the Sawasdee Village and therefore had a couple of dinners & breakfast at the Sawasdee Thai Cuisine Very nice ambience similar to the Sawasdee & Barry Villa Dinner's were really well prepared and tasty Breakfast was also good with a continental spread More"
"rn430414953","Sawasdee Thai Cuisine","Kata Beach","The Balinese decoration is absolutely great Food was excellent and the stuff very friendly You can't get wrong going to this restaurant to try real Thai food"
"rn407517255","Sawasdee Thai Cuisine","Kata Beach","We have stayed at this hotel twice and both have been kanon Andra time we were there was a problem with the room we stayed in but the staff solved without blinking Good staff and a great restaurante"
"rn405262374","Sawasdee Thai Cuisine","Kata Beach","Looking for that special feel of Thailand then this is definitely the place The decor is dramatic complete with waterfall heavy wood interior and an indoor jungle It does however remain authentic and you do not get the typical 'plastic' feel that similar places often More"
"rn396779931","Sawasdee Thai Cuisine","Kata Beach","We Went here for Breakfast every morning because its a part of Baray Villa and everything was delicious "
"rn380835088","Sawasdee Thai Cuisine","Kata Beach","Food 10/10 and Atmosphere 10/10 Simply a beautiful place to dine Relaxing music dimmed lighting a fountain inside of the restaurant I could name a houndred more reasons of why i'll revisit this place Male (20) from Norway"
"rn361827591","Sawasdee Thai Cuisine","Kata Beach","It is part of Sawasdee Village and The Baray Villas Therefore it enjoys its same decor and style which means it is very warming Food is very good with many choices of thai food very well served"
"rn355434754","Sawasdee Thai Cuisine","Kata Beach","The restaurant is closed to the hotel and the ambience is very special very quite and nice music Food is not at the same level dishes arrived almost cold If you are looking for great food better to look around E&D"
"rn350554846","Sawasdee Thai Cuisine","Kata Beach","Wonderfully decorated and the springrolls was to die for I really enjoyed our lunch at this place and i can only imagine it being magical in the night Hope to be back here "
"rn350507263","Sawasdee Thai Cuisine","Kata Beach","I stopped and tried this restaurant because it looked very fancy elegant with a beautiful thai decoration and food has good reputation there But when you go to a restaurant you like a nice staff and to be honest they are not nice at all More"
"rn343027515","Sawasdee Thai Cuisine","Kata Beach","Great interior bit pretentious but service is not very welcoming Attendants were already cleaning up the restaurant while we were still having dinner All tables were empty and pillows were piled up all over the place Food OK but this was disappointing (especially for the More"
"rn336911601","Sawasdee Thai Cuisine","Kata Beach","Food ok setting unusual We couldn't work out whether the place is truely old and authentic or contrived and recently built The staff were totally pre-occupied with preparations for New Years Eve as we went on 30th so service we expected a little below par More"
"rn335311316","Sawasdee Thai Cuisine","Kata Beach","If you're looking for a nice royal Thai cuisine experience this is a recommendation The staff is friendly the restaurant lovely decorated and the food is prepared with care and eye for detail Very enjoyable evening here "
"rn333169571","Sawasdee Thai Cuisine","Kata Beach","Beautifully decorated restaurant with a lovely ambience Went here for dinner one night The service was excellent and the food was excellent too I had deep fried fish as an appetizer which was cooked perfectly and shared two stir fry dishes for mains which had More"
"rn332925330","Sawasdee Thai Cuisine","Kata Beach","We had a lovely meal at the restaurant as we were staying at Sawasdee Village We were treated like royalty and left feeling like we were their favourite customer Prices are slightly higher than surrounding places but its definitely worth every baht "
"rn331633879","Sawasdee Thai Cuisine","Kata Beach","The reviews were good so I have decided to give this place a try It was at night and dark but the design of the hotel and the restaurant in it really had a nice feel to it They seem to have put a lot More"
"rn331465084","Sawasdee Thai Cuisine","Kata Beach","My wife enjoyed the cooking class here A trip to a Thai market to pick pout fresh produce adds to the appeal "
"rn326123701","Sawasdee Thai Cuisine","Kata Beach","Last night I had Whole White Snapper with Crispy Lemongrass So very fresh and delicious Cooking class is amazing we started by taking a trip to the outdoor market then back to the restaurant to cook ourselves lunch Staff and Chef were so helpful and More"
"rn321284992","Sawasdee Thai Cuisine","Kata Beach","I stayed at the hotel so when after flying for many hours the easiest option was to have a meal at the hotel's restaurant The food was delicious and the service was excellent However it is a bit pricy compared to other very good restaurants More"
"rn314324591","Sawasdee Thai Cuisine","Kata Beach","Simply lovely night Fantastic thai style decorations attentive service and good quality of food yes is pricy compared to simple thai restaurants but this is a completely different level Perfect for romantic dinner "
"rn309381187","Sawasdee Thai Cuisine","Kata Beach","We stayed in their Baray Villas and dined here a few times in the evening The decor and size of this place is very impressive indeed Even though it's not air conditioned they have have adequate ceiling fans They have a smoking section well away More"
"rn307165361","Sawasdee Thai Cuisine","Kata Beach","We ate here on our last night in Phuket and selected Thai Set Menu B for 690 baht- and we knew we were in for a treat when they didn't ask how spicy we would like it The platter was wonderful spicy sweet sour - More"
"rn300557483","Sawasdee Thai Cuisine","Kata Beach","amazing pad-thai they went the extra mile to make a special vegetarian pad-thai for us ( many other restaurants could not manage this)"
"rn290465482","Sawasdee Thai Cuisine","Kata Beach","The breakfast was always well prepared with a great selection of items The ambiance is exceptional and the staff were always courteous and helpful We went for dinner one evening and the food was very good but on the expensive side You can certainly find More"
"rn285711938","Sawasdee Thai Cuisine","Kata Beach","Looks very glamorous decor inside but food is just average We had much nicer food in the quirky little family run restaurants on the street"
"rn279852297","Sawasdee Thai Cuisine","Kata Beach","Wonderful ambiance good food service was good extremely helpful staff in short i would definitely recommend the place as my experience has been good "
"rn257560844","Sawasdee Thai Cuisine","Kata Beach","Wow this place was terrible looks amazing it was a restaurant in the resort we were staying it was expensive and the food terrible It was empty every night and the buffet breakfast they serve was disgusting "
"rn254303080","Sawasdee Thai Cuisine","Kata Beach","Nice place good food a bit slow staff but all in all a great dinner Map is a bit off Its a little further down the road towards the beach "
"rn250451435","Sawasdee Thai Cuisine","Kata Beach","I have spent a couple of weeks in this lovely hotel a few years a go Now visited as quests in restaurant Hotel is very nice like asylum The restaurant is very nice and quiet Service is friendly and fast Food is generally very good More"
"rn250148900","Sawasdee Thai Cuisine","Kata Beach","It is a beautiful restaurant and the food is really good The price is a bit high but ok value for money Only downside was our waiter He was an old grumpy man that did not care for our modest wishes More"
"rn249834117","Sawasdee Thai Cuisine","Kata Beach","To be honest the food in Kata is a bit of a let down in general but this is a definite exception The prices aren't much more than the general tourist trap restaurants and the food is excellent Great service too We are staying here More"
"rn249431276","Sawasdee Thai Cuisine","Kata Beach","We arrived here out of chance The atmosphere is breath taking and The food is lovely We had a meal there yesterday Good service too The location is stunning We will surely be back before our holiday is over "
"rn249406691","Sawasdee Thai Cuisine","Kata Beach","This is one of a few restaurants which plays traditional Thai music and not the western elevator or pop music The decor is very good The food is also good but it wasn't spicy enough even though we ordered in Thai the rice portions are More"
"rn248754859","Sawasdee Thai Cuisine","Kata Beach","While staying at the Sawasdee Baray Villa we enjoyed a set dinner menu a la carte and several breakfasts and were impressed with all the meals They catered well to children and the prices were extremely reasonable for a hotel I am sure that there More"
"rn248608603","Sawasdee Thai Cuisine","Kata Beach","The restaurant was beautiful and peaceful The food was delicious but cheap If you like very much asian food this is good restaurant for you "
"rn247321830","Sawasdee Thai Cuisine","Kata Beach","If you are looking for REAL THAI atmposhere with good service and very tasty thai food this place is the right one Decorations of the restaurant and also the resort are so beautiful and authentic We enjoyed every moment from aperitif till dessert "
"rn245429138","Sawasdee Thai Cuisine","Kata Beach","We had 4 dishes and shared The food was delicius with excellent service The prices are slightly more than some of the other restaurants but certainly get what you paid for "
"rn244363481","Sawasdee Thai Cuisine","Kata Beach","The food was just ok for Thailand We were expecting a better experience than we got I have the duck in red curry which seemed to be in yellow curry and my wife had squid in garlic sauce that was very tough The restaurant was More"
"rn243959738","Sawasdee Thai Cuisine","Kata Beach","Excellent food and wide range of choices We are vegetarian and there is no lack of choice Beautiful setting Can't recommend it enough"
"rn242071024","Sawasdee Thai Cuisine","Kata Beach","Service was great the food was some of the best I have had Recommend everything we tried delicious "
"rn241370476","Sawasdee Thai Cuisine","Kata Beach","We ate here several times during our stay and have to say that the food was absolutely brilliant Beautiful atmosphere great menu selection professional service and the food was always tasty and good portions Would highly recommend "
"rn241065541","Sawasdee Thai Cuisine","Kata Beach","All the food was flavoursome well balanced food Extensive dinner food and drinks menu Something for everyone on the buffet breakfast Staff very attentive "
"rn240647298","Sawasdee Thai Cuisine","Kata Beach","Great atmoshere attentive staff sumptious food and great value We ate here three times and enjoyed every night "
"rn240408006","Sawasdee Thai Cuisine","Kata Beach","Lovely setting Starters ok Main chicken dish had very little chicken and about two pounds of potato I would avoid to be honest"
"rn240009072","Sawasdee Thai Cuisine","Kata Beach","We went for dinner one night and it was just okay Biggest let down; we asked for our fish dish to be ""Thai"" spicy and is was very bland We told the server he took it back to the kitchen and came back with the More"
"rn239841798","Sawasdee Thai Cuisine","Kata Beach","What a little treasure wonderful setting and you would not expect it from the outside Service was very good and they kept the drinks coming - food was lovely Will go back again with my husband for date night "
"rn239713322","Sawasdee Thai Cuisine","Kata Beach","Sawasdee Thai Cuisine is an exquisite dining experience The restaurant is simply stunning with water features and decor that are both beautiful and unique Added to this is an extensive Thai menu filled with a variety of both traditional and Sawasdee special Thai cuisine The More"
"rn236501365","Sawasdee Thai Cuisine","Kata Beach","The restarant decor is spectacular the food and service really good Well worth the Tuk Tuk ride from patong"
"rn235135974","Sawasdee Thai Cuisine","Kata Beach","Very nice food for great prices thai menu way cheaper than western food (and better ) - sit inside if you want to avoid smokers and hawkers"
"rn232842377","Sawasdee Thai Cuisine","Kata Beach","We found this place a little by accident and enjoyed wandering through the gardens to eventually find we'd come in via the back entrance We enjoyed the interior decor and the exterior gardens It seemed to give the impression of a more traditional restaurant I More"
"rn228916234","Sawasdee Thai Cuisine","Kata Beach","This restaurant was wonderful The thai food was delicius very good quality and nice presentation The whole fish was perfectly cooked High level service "
"rn228229526","Sawasdee Thai Cuisine","Kata Beach","Very nice classical thai look the food was just great amazing staff Everyone must try I highly recomemded "
"rn222860088","Sawasdee Thai Cuisine","Kata Beach","Great food great prices great staff We enjoyed all of our times at this restaurant we were there many times~ and will be back I recommend it to all who come near it -David"
"rn217212802","Sawasdee Thai Cuisine","Kata Beach","Excellent food but the environment says it all Beautiful clean and culture Menu changes all the time and great just for a cooling drink "
"rn217145975","Sawasdee Thai Cuisine","Kata Beach","I always return to this restaurant as the interior design is so interesting and stunning - a hidden treasure The food is also delicious "
"rn214064094","Sawasdee Thai Cuisine","Kata Beach","Real thai food well cooked well presented with good service Give it a try and you will not be disappointed"
"rn213448305","Sawasdee Thai Cuisine","Kata Beach","We ate 2 times at Sawasdee Thai Cuisine A good choice very delicious food and beautyful surroundings Very fair pricing Definitely recommendable "
"rn206254249","Sawasdee Thai Cuisine","Kata Beach","Do yourself a favour and head down to Sawasdee Thai Restaurant in Phuket Friendly excellent service within a magical setting - water features plants and Koi The food was divine and I can't recommend highly enough their Thai Banquet (if you are staying there) "
